id_desdobramento_3,cd_desdobramento_3,nome
93,1,MULTAS PREVISTAS NA LEGISLACAO DO SEGURO-DESEMPREGO E ABONO SALARIAL
94,1,ALIENACAO DE ESTOQUES COMERCIAIS DESTINADOS A PROGRAMAS SOCIAIS
95,1,ALIENACAO DE ESTOQUES DE CAFE - FUNCAFE
96,0,ALIENACAO DE BENS MOVEIS E SEMOVENTES
97,1,ALIENACAO DE BENS INTANGIVEIS
98,0,AMORTIZACAO DE EMPRESTIMOS
99,0,AMORTIZACAO DE EMPRESTIMOS - ESTADOS E MUNICIPIOS
100,0,AMORTIZACAO DE EMPRESTIMOS - PROGRAMA DAS OPERACOES OFICIAIS DE CREDITO
101,0,MULTAS PREVISTAS NA LEGISLACAO SOBRE REGIME DE PREVIDENCIA PRIVADA COMPLEMENTAR
102,1,MULTA POR DESCUMPRIMENTO DE OBRIGACAO PREVIDENCIARIA ACESSORIA
103,0,AMORTIZACAO DE FINANCIAMENTOS
104,0,INDENIZACOES
105,1,INDENIZACAO POR SINISTRO
106,0,OUTRAS INDENIZACOES
107,0,RESTITUICOES
108,0,RESTITUICAO DE BENEFICIOS PREVIDENCIARIOS
109,0,IMPOSTO SOBRE PRODUTOS INDUSTRIALIZADOS - IPI
110,1,TAXA DE FISCALIZACAO DE INSTALACAO - TFI
111,2,TAXA DE FISCALIZACAO DE FUNCIONAMENTO - TFF
112,1,IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA
113,1,IMPOSTO SOBRE OPERACOES RELATIVAS A CIRCULACAO DE MERCADORIAS E SOBRE PRESTACOES DE SERVICOS DE TRANSPORTE INTERESTADUAL E INTERMUNICIPAL E DE COMUNIC
114,2,ADICIONAL ICMS - FUNDO ESTADUAL DE COMBATE A POBREZA
115,1,IMPOSTO SOBRE A PROPRIEDADE TERRITORIAL RURAL - MUNICIPIOS CONVENIADOS
116,0,IMPOSTO SOBRE A RENDA DE PESSOA JURIDICA - IRPJ - LIQUIDA DE INCENTIVOS
117,1,IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - TRABALHO
118,1,DEMAIS RECEITAS DE CAPITAL
119,0,RECEITA INTRAORCAMENTARIA - CONTRIBUICOES SOCIAIS
120,0,RECEITA INTRAORCAMENTARIA - OUTRAS RECEITAS
121,0,SEM DESCRICAO
122,2,DEDUCAO DAS RECEITAS - IMPOSTO SOBRE A PROPRIEDADE DE VEICULOS AUTOMOTORES - DIVIDA ATIVA - COTA PARTE DO ESTADO PARA O FUNDEB
123,2,DEDUCAO DAS RECEITAS - IMPOSTO SOBRE A PROPRIEDADE DE VEICULOS AUTOMOTORES - DIVIDA ATIVA - MULTAS E JUROS
124,0,"DEDUCAO DAS RECEITAS - IMPOSTOS SOBRE A PRODUCAO, CIRCULACAO DE MERCADORIAS E SERVICOS"
125,0,RECEITA INTRAORCAMENTARIA - SERVICOS DE ATENDIMENTO A SAUDE
126,0,"TRANSFERENCIAS DE OUTRAS INSTITUICOES PUBLICAS - ESPECIFICAS DE ESTADOS, DF E MUNICIPIOS"
127,0,TRANSFERENCIAS PROVENIENTES DE DEPOSITO NAO IDENTIFICADOS - ESPECIFICA E/DF/M
128,0,INTEGRALIZACAO DE CAPITAL SOCIAL
129,0,REMUNERACAO DAS DISPONIBILIDADES DO TESOURO
130,1,REMUNERACAO DAS DISPONIBILIDADES DO TESOURO
131,1,DEDUCAO DAS RECEITAS - MULTAS PREVISTAS EM LEGISLACAO ESPECIFICA - DIVIDA ATIVA - MULTA ISOLADA POR INFRACAO A OBRIGACAO ACESSORIA
132,0,DEDUCAO DAS RECEITAS - PARTICIPACAO NA RECEITA DA UNIAO
133,1,DEDUCAO DAS RECEITAS - COTA-PARTE DO FUNDO DE PARTICIPACAO DOS ESTADOS E DO DISTRITO FEDERAL - PRINCIPAL - FUNDEB
134,0,DELEGACAO PARA A PRESTACAO DOS SERVICOS DE TRANSPORTE AQUAVIARIO
135,1,DELEGACAO PARA EXPLORACAO DA INFRAESTRUTURA DE TRANSPORTE FERROVIARIO
136,4,CONTRIBUICAO DOS PENSIONISTAS MILITARES
137,1,DEMAIS DELEGACOES DE SERVICOS PUBLICOS
138,0,CONTRIBUICAO PARA O DESENVOLVIMENTO DA INDUSTRIA CINEMATOGRAFICA NACIONAL - CONDECINE
139,0,COTA-PARTE DO ADICIONAL AO FRETE PARA A RENOVACAO DA MARINHA MERCANTE - AFRMM
140,0,OUTRAS DELEGACOES DE SERVICOS PUBLICOS
141,2,PAGAMENTO PELA RETENCAO DE AREA PARA EXPLORACAO OU PRODUCAO
142,2,ROYALTIES MINIMOS PELA PRODUCAO DE PETROLEO EM PLATAFORMA - CONTRATO DE CONCESSAO - DECLARACAO DE COMERCIALIDADE ANTES DE 3/12/2012 - AREA E CAMADA PR
143,3,ROYALTIES MINIMOS PELA PRODUCAO DE PETROLEO EM PLATAFORMA - CONTRATO DE CONCESSAO - DECLARACAO DE COMERCIALIDADE ANTES DE 3/12/2012 - DEMAIS SITUACOES
144,1,ROYALTIES EXCEDENTES PELA PRODUCAO DE PETROLEO EM TERRA (QUALQUER SITUACAO) - CONTRATO DE CONCESSAO
145,9,CONTRIBUICAO PARA FUNDOS DE ASSISTENCIA MEDICA DE OUTROS BENEFICIARIOS
146,0,OUTRAS CONTRIBUICOES ECONOMICAS
147,1,CONTRIBUICOES PARA ENTIDADES PRIVADAS DE SERVICO SOCIAL E DE FORMACAO PROFISSIONAL
148,0,OUTORGA DOS SERVICOS DE EXPLORACAO E PRODUCAO DE PETROLEO E GAS NATURAL - REGIME DE PARTILHA DE PRODUCAO
149,1,BONUS DE ASSINATURA DE CONTRATO DE PARTILHA DE PRODUCAO
150,0,ROYALTIES PELA PRODUCAO DE PETROLEO - PARTILHA DE PRODUCAO - DECLARACAO DE COMERCIALIDADE A PARTIR DE 3/12/2012
151,0,"ALUGUEIS, ARRENDAMENTOS, FOROS, LAUDEMIOS, TARIFAS DE OCUPACAO"
152,0,COMPENSACAO FINANCEIRA PELA EXPLORACAO DE RECURSOS MINERAIS
153,0,CONTRIBUICAO SOCIAL DO SALARIO-EDUCACAO
154,0,CONTRIBUICAO INDUSTRIAL RURAL
155,0,CONTRIBUICAO PARA O DESENVOLVIMENTO DO ENSINO PROFISSIONAL MARITIMO
156,0,OUTRAS RECEITAS IMOBILIARIAS
157,2,OUTRAS CONCESSOES FLORESTAIS - DEMAIS VALORES
158,0,JUROS E CORRECOES MONETARIAS
159,1,COMPENSACOES AMBIENTAIS
160,1,OUTRAS CONTRIBUICOES DE MELHORIA
161,0,CONTRIBUICOES
162,0,EXPLORACAO DO PATRIMONIO INTANGIVEL
163,0,DIREITO DE USO DA IMAGEM E DE REPRODUCAO DOS BENS DO ACERVO PATRIMONIAL
164,0,CESSAO DO DIREITO DE OPERACIONALIZACAO DE PAGAMENTOS
165,1,TRANSFERENCIAS DE RECURSOS DESTINADOS A PROGRAMAS DE EDUCACAO
166,0,TRANSFERENCIAS ADVINDAS DE EMENDAS PARLAMENTARES INDIVIDUAIS
167,0,TRANSFERENCIA DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES
168,9,OUTRAS TRANSFERENCIAS DOS ESTADOS
169,0,TRANSFERENCIAS DE ESTADOS A CONSORCIOS PUBLICOS
170,1,RESSARCIMENTO POR OPERADORAS DE SEGUROS PRIVADOS DE ASSISTENCIA A SAUDE
171,1,SERVICOS DE ASSISTENCIA A SAUDE SUPLEMENTAR DO SERVIDOR CIVIL
172,1,"RETORNO DE OPERACOES, JUROS E ENCARGOS FINANCEIROS"
173,1,"BENS, DIREITOS E VALORES PERDIDOS EM FAVOR DO PODER PUBLICO"
174,1,OUTROS SERVICOS
175,0,TRANSFERENCIAS DE CONVENIOS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES
176,0,TRANSFERENCIAS DA UNIAO E DE SUAS ENTIDADES
177,2,COTA-PARTE DO FUNDO DE PARTICIPACAO DOS MUNICIPIOS - COTA MENSAL
178,0,CONTRIBUICAO AO MONTEPIO CIVIL
179,0,PRESTACAO DE CONTAS ELEITORAIS
180,1,PRESTACAO DE CONTAS ELEITORAIS
181,0,ENCARGOS LEGAIS PELA INSCRICAO EM DIVIDA ATIVA E RECEITAS DE ONUS DE SUCUMBENCIA
182,1,TRANSFERENCIAS DE CONVENIOS DOS MUNICIPIOS DESTINADOS A PROGRAMAS DE SAUDE
183,2,TRANSFERENCIAS DIRETAS DO FNDE REFERENTES AO PROGRAMA DINHEIRO DIRETO NA ESCOLA - PDDE
184,1,OUTRAS TRANSFERENCIAS MULTIGOVERNAMENTAIS
185,0,OPERACOES DE CREDITO - MERCADO INTERNO - ESTADOS/DF/MUNICIPIOS
186,6,OPERACOES DE CREDITO INTERNAS PARA REFINANCIAMENTO DA DIVIDA CONTRATUAL
187,3,OPERACOES DE CREDITO EXTERNAS PARA PROGRAMAS DE SANEAMENTO
188,4,OPERACOES DE CREDITO EXTERNAS PARA PROGRAMAS DE MEIO AMBIENTE
189,1,"SERVICOS DE REGISTRO, CERTIFICACAO E FISCALIZACAO"
190,0,MULTAS PREVISTAS NA LEI GERAL DAS TELECOMUNICACOES
191,1,ALIENACAO DE BENS MOVEIS E SEMOVENTES
192,2,MULTAS JUDICIAIS POR DANOS AMBIENTAIS
193,0,AMORTIZACAO PROVENIENTE DA EXECUCAO DE GARANTIA - OPERACOES DE CREDITO
194,1,AMORTIZACAO DE EMPRESTIMOS - REFINANCIAMENTO DE DIVIDAS DE MEDIO E LONGO PRAZO
195,1,SERVICOS DE INFORMACAO E TECNOLOGIA
196,0,MULTAS DECORRENTES DE SENTENCAS JUDICIAIS
197,0,MULTAS E JUROS PREVISTOS EM CONTRATOS
198,0,AMORTIZACAO DE FINANCIAMENTO DO FUNDO DE FINANCIAMENTO AO ESTUDANTE DO ENSINO SUPERIOR - FIES
199,3,COTA-PARTE DO IPI - MUNICIPIOS
200,0,"INDENIZACOES, RESTITUICOES E RESSARCIMENTOS"
201,0,INDENIZACOES POR DANOS CAUSADOS AO PATRIMONIO PUBLICO
202,0,INDENIZACAO POR POSSE OU OCUPACAO ILICITA DE BENS PUBLICOS
203,0,INDENIZACAO POR SINISTRO
204,1,RESTITUICAO DE CONVENIOS - PRIMARIAS
205,1,TAXAS PELA PRESTACAO DE SERVICOS
206,2,IMPOSTO SOBRE PRODUTOS INDUSTRIALIZADOS - IPI- BEBIDAS
207,3,IMPOSTO SOBRE PRODUTOS INDUSTRIALIZADOS - IPI - AUTOMOVEIS
208,2,IMPOSTO SOBRE OPERACOES FINANCEIRAS - IOF - DEMAIS OPERACOES
209,2,IMPOSTO SOBRE A PROPRIEDADE DE VEICULOS AUTOMOTORES
210,3,IMPOSTO SOBRE SERVICOS DE QUALQUER NATUREZA
211,0,IMPOSTOS
212,0,IMPOSTO SOBRE A PROPRIEDADE TERRITORIAL RURAL
213,0,DEMAIS RECEITAS DE CAPITAL ESPECIFICAS DE E/DF/M
214,1,RECEITA INTRAORCAMENTARIA - CONTRIBUICAO PATRONAL DE SERVIDOR ATIVO CIVIL PARA O RPPS
215,2,DEDUCAO DAS RECEITAS - IMPOSTO SOBRE A PROPRIEDADE DE VEICULOS AUTOMOTORES
216,3,"DEDUCAO DAS RECEITAS - IMPOSTO SOBRE TRANSMISSAO ""CAUSA MORTIS"" E DOACAO DE BENS E DIREITOS - PRINCIPAL - COTA PARTE DO ESTADO PARA O FUNDEB"
217,3,"DEDUCAO DAS RECEITAS - IMPOSTO SOBRE TRANSMISSAO ""CAUSA MORTIS"" E DOACAO DE BENS E DIREITOS - MULTAS E JUROS"
218,0,"RECEITA INTRAORCAMENTARIA - ALUGUEIS, ARRENDAMENTOS, FOROS, LAUDEMIOS, TARIFAS DE OCUPACAO"
219,0,RECEITA INTRAORCAMENTARIA - COMPENSACOES AMBIENTAIS
220,0,RECEITA INTRAORCAMENTARIA - SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS
221,1,RECEITA INTRAORCAMENTARIA - OUTROS SERVICOS
222,0,RECEITA INTRAORCAMENTARIA - TRANSFERENCIAS DOS ESTADOS - ESPECIFICA E/M
223,0,RECEITA INTRAORCAMENTARIA - PARTICIPACAO NA RECEITA DOS ESTADOS
224,0,"RECEITA INTRAORCAMENTARIA - INDENIZACOES, RESTITUICOES E RESSARCIMENTOS"
225,1,TRANSFERENCIAS DE INSTITUICOES PRIVADAS
226,0,"TRANSFERENCIAS DE INSTITUICOES PRIVADAS - ESPECIFICAS DE ESTADOS, DF E MUNICIPIOS"
227,0,TRANSFERENCIAS DE CONVENIOS DE INSTITUICOES PRIVADAS
228,1,TRANSFERENCIAS PROVENIENTES DE DEPOSITO NAO IDENTIFICADOS - ESPECIFICA E/M
229,0,SEM INFORMACAO
230,1,TRANSFERENCIA DE RECURSOS DO FUNDO PENITENCIARIO NACIONAL - FUPEN
231,1,TRANSFERENCIAS DE CONVENIO DA UNIAO PARA O SISTEMA UNICO DE SAUDE - SUS
232,4,DEDUCAO DAS RECEITAS - REMUNERACAO DOS RECURSOS DO REGIME PROPRIO DE PREVIDENCIA SOCIAL - RPPS - PRINCIPAL - RENDA FIXA
233,0,DEDUCAO DAS RECEITAS - TRANSFERENCIAS DA UNIAO - ESPECIFICA E/M
234,0,DELEGACAO PARA EXPLORACAO DA INFRAESTRUTURA DE TRANSPORTE RODOVIARIO
235,0,"CONTRIBUICOES SOCIAIS ESPECIFICAS DE ESTADOS, DF E MUNICIPIOS"
236,1,CONTRIBUICAO PREVIDENCIARIA PARA AMORTIZACAO DO DEFICIT ATUARIAL
237,2,DELEGACAO DOS SERVICOS DE TELECOMUNICACAO - ATIVIDADE ORDENADORA NO REGIME PRIVADO
238,4,CONTRIBUICAO DO PENSIONISTA PARA O RPPS
239,0,CONTRIBUICOES PARA O PROGRAMA DE INTEGRACAO NACIONAL - PIN E PARA O PROGRAMA DE REDISTRIBUICAO DE TERRAS E DE ESTIMULO A AGROINDUSTRIA DO NORTE E DO N
240,6,TRANSFERENCIA DA DELEGACAO DOS SERVICOS DE TELECOMUNICACOES OU DO DIREITO DE USO DE RADIOFREQUENCIA
241,7,CONTRIBUICAO DO SERVIDOR INATIVO AO RPPS ORIUNDA DE SENTENCAS JUDICIAIS
242,0,"CONTRIBUICAO RELATIVA AS ATIVIDADES DE IMPORTACAO E COMERCIALIZACAO DE PETROLEO E SEUS DERIVADOS, GAS NATURAL E ALCOOL CARBURANTE - CIDE COMBUSTIVEIS"
243,0,ROYALTIES EXCEDENTES PELA PRODUCAO DE PETROLEO - CONTRATO DE CONCESSAO
244,0,CONTRIBUICAO PARA O CUSTEIO DAS PENSOES MILITARES
245,1,CONTRIBUICAO PARA O CUSTEIO DAS PENSOES MILITARES
246,0,CONTRIBUICAO SOBRE A RECEITA DAS EMPRESAS PRESTADORAS DE SERVICOS DE TELECOMUNICACOES
247,1,OUTRAS CONTRIBUICOES ECONOMICAS
248,0,CONTRIBUICOES ECONOMICAS ESPECIFICAS DE ESTADOS E MUNICIPIOS
249,0,ROYALTIES EXCEDENTES PELA PRODUCAO DE PETROLEO - CESSAO ONEROSA - DECLARACAO DE COMERCIALIDADE A PARTIR DE 3/12/2012
250,1,ROYALTIES EXCEDENTES PELA PRODUCAO DE PETROLEO EM TERRA - CESSAO ONEROSA - DECLARACAO DE COMERCIALIDADE A PARTIR DE 3/12/2012
251,0,EXPLORACAO DE RECURSOS MINERAIS
252,0,RECEITA PATRIMONIAL
253,0,EXPLORACAO DE RECURSOS HIDRICOS
254,1,OUTORGA DE DIREITOS DE USO DE RECURSOS HIDRICOS
255,1,COTA-PARTE DA CONTRIBUICAO SINDICAL
256,1,CONTRIBUICAO INDUSTRIAL RURAL
257,1,CONTRIBUICAO PARA O DESENVOLVIMENTO DO ENSINO PROFISSIONAL MARITIMO
258,1,OUTRAS RECEITAS IMOBILIARIAS
259,0,VALORES MOBILIARIOS
260,0,DEMAIS RECEITAS DE CONCESSAO FLORESTAL
261,3,SUPRESSAO VEGETAL NO INTERIOR DAS FLORESTAS NACIONAIS
262,1,CONTRIBUICAO DE MELHORIA
263,1,CONTRIBUICAO DE MELHORIA PARA EXPANSAO DA REDE DE AGUA POTAVEL E ESGOTO SANITARIO
264,0,PARTICIPACOES
265,1,CONTRIBUICOES PARA O REGIME GERAL DE PREVIDENCIA SOCIAL - RGPS
266,0,CONTRIBUICAO PARA O REGIME PROPRIO DE PREVIDENCIA SOCIAL - RPPS
267,2,ADICIONAL SOBRE TARIFA AEROPORTUARIA
268,3,"COTA-PARTE ROYALTIES - COMPENSACAO FINANCEIRA PELA PRODUCAO DO PETROLEO - LEI NO 7.990/89, ARTIGO 9O"
269,9,OUTRAS TRANSFERENCIAS DECORRENTES DE COMPENSACOES FINANCEIRAS
270,0,RESTITUICAO DE DESPESAS DE EXERCICIOS ANTERIORES
271,1,RESTITUICAO DE PARCELAS DO SEGURO DESEMPREGO RECEBIDAS INDEVIDAMENTE
272,0,RESTITUICAO DE GARANTIAS PRESTADAS
273,0,SERVICOS DE ATENDIMENTO A SAUDE
274,0,REVERSAO DE GARANTIAS
275,1,REVERSAO DE GARANTIAS
276,1,OUTRAS TRANSFERENCIAS DOS ESTADOS
277,1,TRANSFERENCIAS DE CONVENIO DOS MUNICIPIOS PARA O SISTEMA UNICO DE SAUDE - SUS
278,1,OUTROS RESSARCIMENTOS
279,0,"CONCESSAO DE AVAIS, GARANTIAS E SEGUROS"
280,0,DEMAIS RECEITAS CORRENTES
281,2,TRANSFERENCIAS DE CONVENIOS DOS ESTADOS DESTINADAS A PROGRAMAS DE EDUCACAO
282,1,TRANSFERENCIAS DA UNIAO E DE SUAS ENTIDADES
283,4,COTA-PARTE DO FUNDO DE PARTICIPACAO DOS MUNICIPIOS - 1% COTA ENTREGUE NO MES DE JULHO
284,6,COTA-PARTE DO IMPOSTO SOBRE PRODUTOS INDUSTRIALIZADOS - ESTADOS EXPORTADORES DE PRODUTOS INDUSTRIALIZADOS
285,1,TRANSFERENCIAS DE RECURSOS DO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFISSIONAIS DA EDUCACAO - FUNDEB
286,0,TRANSFERENCIAS DOS ESTADOS E DISTRITO FEDERAL A CONSORCIOS PUBLICOS
287,4,"COTA-PARTE ROYALTIES PELO EXCEDENTE DA PRODUCAO DO PETROLEO - LEI NO 9.478/97, ARTIGO 49, I E II"
288,1,TRANSFERENCIAS DE RECURSOS DO FUNDO NACIONAL DE ASSISTENCIA SOCIAL - FNAS
289,3,OPERACOES DE CREDITO INTERNAS PARA PROGRAMAS DE SANEAMENTO
290,4,OPERACOES DE CREDITO INTERNAS PARA PROGRAMAS DE MEIO AMBIENTE
291,0,OPERACOES DE CREDITO CONTRATUAIS - MERCADO EXTERNO
292,1,TRANSFERENCIA FINANCEIRA DO ICMS - DESONERACAO - L.C. NO 87/96
293,1,TRANSFERENCIAS DA UNIAO A CONSORCIOS PUBLICOS
294,0,TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES
295,5,OPERACOES DE CREDITO EXTERNAS PARA PROGRAMAS DE MODERNIZACAO DA ADMINISTRACAO PUBLICA
296,0,ALIENACAO DE BENS
297,0,ALIENACAO DE ESTOQUES COMERCIAIS DESTINADOS A PROGRAMAS SOCIAIS
298,0,ALIENACAO DE ESTOQUES DE CAFE - FUNCAFE
299,1,MULTAS PREVISTAS EM LEI POR INFRACOES NO SETOR DE ENERGIA ELETRICA
300,2,"ALIENACAO DE BENS IMOVEIS, PROGRAMA DE ADMINISTRACAO IMOBILIARIA DA UNIAO"
301,0,ALIENACAO DE BENS INTANGIVEIS
302,0,AMORTIZACAO DE EMPRESTIMOS - BEA/BIB
303,0,TRANSFERENCIAS DE CAPITAL
304,0,SERVICOS DE NAVEGACAO
305,1,INDENIZACAO POR POSSE OU OCUPACAO ILICITA DE BENS PUBLICOS
306,1,OUTRAS INDENIZACOES
307,0,"IMPOSTOS SOBRE A PRODUCAO, CIRCULACAO DE MERCADORIAS E SERVICOS"
308,1,TAXA DE CONTROLE E FISCALIZACAO AMBIENTAL
309,0,TAXAS PELA PRESTACAO DE SERVICOS
310,0,IMPOSTO SOBRE OPERACOES FINANCEIRAS - IOF
311,0,IMPOSTOS SOBRE O PATRIMONIO
312,0,RECEITAS CORRENTES
313,0,RECEITA INTRAORCAMENTARIA
314,0,RECEITA INTRAORCAMENTARIA - APORTES PERIODICOS PARA AMORTIZACAO DE DEFICIT ATUARIAL DO RPPS
522,0,RECEITA INTRAORCAMENTARIA - EXPLORACAO DE OUTROS RECURSOS NATURAIS
523,1,RECEITA INTRAORCAMENTARIA - DEMAIS RECEITAS PATRIMONIAIS
524,0,RECEITA INTRAORCAMENTARIA - RECEITA AGROPECUARIA
525,0,RECEITA INTRAORCAMENTARIA - SERVICOS E ATIVIDADES REFERENTES A SAUDE
526,0,TRANSFERENCIAS DE OUTRAS INSTITUICOES PUBLICAS
527,0,"TRANSFERENCIAS DE PESSOAS FISICAS - ESPECIFICAS DE ESTADOS, DF E MUNICIPIOS"
528,0,TRANSFERENCIAS PROVENIENTES DE DEPOSITO NAO IDENTIFICADOS - ESPECIFICA E/M
529,1,INTEGRALIZACAO DE CAPITAL SOCIAL
530,0,RESULTADO DO BANCO CENTRAL
531,1,DEDUCAO DAS RECEITAS - MULTAS PREVISTAS EM LEGISLACAO ESPECIFICA - PRINCIPAL
532,0,RECEITA INTRAORCAMENTARIA - CONTRIBUICAO
533,5,CONTRIBUICAO PATRONAL DO MILITAR INATIVO
534,1,DEDUCAO DAS RECEITAS - OUTROS VALORES MOBILIARIOS - PRINCIPAL - TITULOS DE RESPONSABILIDADE DO GOVERNO FEDERAL
535,6,DEDUCAO DAS RECEITAS - COTA-PARTE DO IMPOSTO SOBRE PRODUTOS INDUSTRIALIZADOS - ESTADOS EXPORTADORES DE PRODUTOS INDUSTRIALIZADOS
536,0,RECEITA AGROPECUARIA
537,2,CONTRIBUICAO DO SERVIDOR ATIVO CIVIL PARA O RPPS
538,1,DELEGACAO PARA A PRESTACAO DOS SERVICOS DE TRANSPORTE FERROVIARIO
539,1,DELEGACAO PARA EXPLORACAO DA INFRAESTRUTURA DE TRANSPORTE RODOVIARIO PARA O SETOR PRIVADO
540,3,CONTRIBUICAO PATRONAL DOS PENSIONISTAS CIVIS
541,2,CONTRIBUICAO DO MILITAR ATIVO
542,3,CONTRIBUICAO DO MILITAR INATIVO
543,1,CONTRIBUICAO SOBRE AS RECEITAS DE CONCESSIONARIAS E PERMISSIONARIAS DE ENERGIA ELETRICA
544,4,ROYALTIES MINIMOS PELA PRODUCAO DE PETROLEO EM PLATAFORMA - CONTRATO DE CONCESSAO - DECLARACAO DE COMERCIALIDADE A PARTIR DE 3/12/2012 - QUALQUER SITU
545,3,CONTRIBUICAO PARA FUNDOS DE ASSISTENCIA MEDICA DOS SERVIDORES CIVIS
546,4,PARTICIPACAO ESPECIAL PELA PRODUCAO DE PETROLEO EM PLATAFORMA - CONTRATO DE CONCESSAO - DECLARACAO DE COMERCIALIDADE A PARTIR DE 3/12/2012 - QUALQUER
547,1,CONTRIBUICAO ECONOMICA DESTINADA AO FETHAB
548,0,CONTRIBUICOES PARA ENTIDADES PRIVADAS DE SERVICO SOCIAL E DE FORMACAO PROFISSIONAL
549,1,ROYALTIES PELA PRODUCAO DE PETROLEO EM TERRA - PARTILHA DE PRODUCAO - DECLARACAO DE COMERCIALIDADE A PARTIR DE 3/12/2012
550,6,CONTRIBUICAO SOBRE CONCURSOS DE PROGNOSTICO - MODALIDADE FUTEBOL
551,0,CONTRIBUICAO SOBRE SORTEIOS REALIZADOS POR ENTIDADES FILANTROPICAS
552,1,CONTRIBUICAO PARA OS PROGRAMAS DE INTEGRACAO SOCIAL E DE FORMACAO DO PATRIMONIO DO SERVIDOR PUBLICO - PIS E PASEP
553,1,ALUGUEIS E ARRENDAMENTOS
554,1,COMPENSACAO FINANCEIRA PELA EXPLORACAO DE RECURSOS MINERAIS
555,0,CONCESSAO DE USO DO POTENCIAL DE ENERGIA HIDRAULICA
556,1,CONCESSAO DE USO DO POTENCIAL DE ENERGIA HIDRAULICA
557,0,CONTRIBUICOES REFERENTES AO FUNDO DE GARANTIA DO TEMPO DE SERVICO - FGTS
558,0,"CONCESSAO, PERMISSAO, AUTORIZACAO OU CESSAO DO DIREITO DE USO DE BENS IMOVEIS PUBLICOS"
559,1,"CONCESSAO, PERMISSAO, AUTORIZACAO OU CESSAO DO DIREITO DE USO DE BENS IMOVEIS PUBLICOS"
560,2,CONCESSAO DE FLORESTAS NACIONAIS - DEMAIS VALORES
561,0,CONTRIBUICAO SOBRE A ARRECADACAO DOS FUNDOS DE INVESTIMENTOS REGIONAIS
562,1,ADICIONAL A CONTRIBUICAO PREVIDENCIARIA RURAL
563,1,OUTRAS CONCESSOES FLORESTAIS - VALOR MINIMO
564,0,CONTRIBUICAO DE MELHORIA
565,4,REMUNERACAO DOS RECURSOS DO REGIME PROPRIO DE PREVIDENCIA SOCIAL - RPPS
566,0,EXPLORACAO DE OUTROS RECURSOS NATURAIS
567,0,OUTROS VALORES MOBILIARIOS
568,0,CONTRIBUICOES PARA O REGIME GERAL DE PREVIDENCIA SOCIAL - RGPS
569,1,DELEGACAO PARA A PRESTACAO DOS SERVICOS DE TRANSPORTE RODOVIARIO
570,0,SERVICOS PORTUARIOS
571,2,COTA-PARTE DA COMPENSACAO FINANCEIRA DE RECURSOS MINERAIS - CFEM
572,1,TRANSFERENCIA DE RECURSOS DO ESTADO PARA PROGRAMAS DE SAUDE - REPASSE FUNDO A FUNDO
573,0,TRANSFERENCIA DE CONVENIOS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES
574,0,OUTRAS RESTITUICOES
575,0,RESSARCIMENTO POR OPERADORAS DE SEGUROS PRIVADOS DE ASSISTENCIA A SAUDE
576,2,SERVICOS DE ASSISTENCIA MEDICO-HOSPITALAR DO MILITAR
577,0,TRANSFERENCIAS DE MUNICIPIOS A CONSORCIOS PUBLICOS
578,1,ALIENACAO DE BENS E MERCADORIAS APREENDIDOS
579,0,REMUNERACAO SOBRE REPASSE PARA PROGRAMAS DE DESENVOLVIMENTO ECONOMICO
580,1,REMUNERACAO SOBRE REPASSE PARA PROGRAMAS DE DESENVOLVIMENTO ECONOMICO
581,0,TRANSFERENCIAS CORRENTES
582,0,TRANSFERENCIA DE CONVENIOS DE INSTITUICOES PRIVADAS
583,1,APORTES PERIODICOS PARA COMPENSACOES AO RGPS
584,0,CONTRAPARTIDA DE SUBVENCOES OU SUBSIDIOS
585,1,PREMIO DO SEGURO OBRIGATORIO DE DANOS PESSOAIS CAUSADOS POR VEICULOS AUTOMOTORES DE VIA TERRESTRE - DPVAT
586,0,OUTRAS RECEITAS
587,0,TRANSFERENCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES
588,1,TRANSFERENCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES
589,3,COTA-PARTE ROYALTIES - COMPENSACAO FINANCEIRA PELA PRODUCAO DE PETROLEO - LEI NO 7.990/89
590,0,TRANSFERENCIA DE RECURSOS DO SISTEMA UNICO DE SAUDE - SUS - REPASSES FUNDO A FUNDO
591,1,OPERACOES DE CREDITO CONTRATUAIS - MERCADO INTERNO
592,0,EMPRESTIMOS COMPULSORIOS
593,0,TRANSFERENCIA DE CONVENIOS DO EXTERIOR
594,9,OUTRAS TRANSFERENCIAS DIRETAS DO FUNDO NACIONAL DO DESENVOLVIMENTO DA EDUCACAO - FNDE
595,0,OPERACOES DE CREDITO - MERCADO EXTERNO
